entry_time,exit_time,type,entry_price,exit_price,pnl,balance
2023-06-28 19:00:00,2023-06-29 00:00:00,SHORT,1903.53,1874.98,4.742160120683305,15813.575880828748
2023-06-29 00:00:00,2023-06-29 00:30:00,LONG,1874.98,1873.49,-0.25133311355251764,15813.324547715196
2023-06-29 00:30:00,2023-06-29 01:30:00,SHORT,1873.49,1856.31,2.9001800461144507,15816.22472776131
2023-06-29 01:30:00,2023-06-29 02:30:00,LONG,1856.31,1868.4,2.0601963783919337,15818.284924139702
2023-06-29 02:30:00,2023-06-29 06:00:00,SHORT,1868.4,1869.83,-0.24213388398113017,15818.04279025572
2023-06-29 06:00:00,2023-06-29 08:00:00,LONG,1869.83,1874.15,0.7309107764225337,15818.773701032143
2023-06-29 08:00:00,2023-06-29 09:30:00,SHORT,1874.15,1859.47,2.478132464649605,15821.251833496794
2023-06-29 09:30:00,2023-06-29 10:30:00,LONG,1859.47,1866.91,1.2660609059701635,15822.517894402763
2023-06-29 10:30:00,2023-06-29 14:00:00,SHORT,1866.91,1843.56,3.9579389776079905,15826.475833380371
2023-06-29 14:00:00,2023-06-29 14:30:00,LONG,1843.56,1846.02,0.4223690094178252,15826.89820238979
2023-06-29 14:30:00,2023-06-29 16:00:00,SHORT,1846.02,1839.06,1.1934346484722107,15828.091637038262
2023-06-29 16:00:00,2023-06-29 17:00:00,LONG,1839.06,1841.07,0.34598614716699577,15828.43762318543
2023-06-29 17:00:00,2023-06-29 18:30:00,SHORT,1841.07,1831.08,1.7177629514969297,15830.155386136927
2023-06-29 18:30:00,2023-06-29 19:00:00,LONG,1831.08,1832.96,0.325061626209004,15830.480447763135
2023-06-29 19:00:00,2023-06-29 20:30:00,SHORT,1832.96,1816.31,2.8759765565561457,15833.35642431969
2023-06-29 20:30:00,2023-06-29 21:00:00,LONG,1816.31,1822.19,1.0251568925458927,15834.381581212236
2023-06-29 21:00:00,2023-06-30 02:00:00,SHORT,1822.19,1809.62,2.184603981756462,15836.566185193991
2023-06-30 02:00:00,2023-06-30 04:00:00,LONG,1809.62,1810.9,0.22403382717975573,15836.790219021172
2023-06-30 04:00:00,2023-06-30 05:30:00,SHORT,1810.9,1801.26,1.6860860092922376,15838.476305030465
