time,open,high,low,close,tick_volume,spread,real_volume
2021-11-21,1842.207,1849.046,1778.15,1787.277,140445,0,0
2021-11-28,1788.597,1808.561,1761.841,1783.414,6888,200,0
2021-12-05,1782.102,1793.061,1769.919,1782.805,6889,200,0
2021-12-12,1782.732,1814.191,1753.053,1798.064,6888,200,0
2021-12-19,1800.61,1810.687,1784.568,1808.451,5516,0,0
2021-12-26,1806.207,1828.722,1789.212,1827.615,6768,200,0
2022-01-02,1830.615,1831.73,1782.289,1796.899,44102,0,0
2022-01-09,1794.898,1829.045,1790.033,1817.639,6887,200,0
2022-01-16,1817.663,1847.646,1805.622,1834.664,6722,200,0
2022-01-23,1833.144,1853.785,1779.895,1791.634,6886,200,0
2022-01-30,1789.345,1814.862,1785.425,1807.732,6886,200,0
2022-02-06,1808.436,1865.332,1807.877,1858.955,6816,200,0
2022-02-13,1855.638,1902.395,1844.081,1897.807,24122,0,0
2022-02-20,1903.076,1974.331,1877.772,1889.003,6722,200,0
2022-02-27,1921.032,1970.844,1890.826,1970.317,6886,200,0
2022-03-06,1981.416,2070.292,1958.306,1988.147,6886,200,0
2022-03-13,1980.342,1983.847,1894.75,1921.271,6886,200,0
2022-03-20,1925.067,1966.151,1910.378,1958.243,6881,200,0
2022-03-27,1955.588,1958.405,1889.783,1924.495,6881,200,0
2022-04-03,1924.673,1948.146,1914.737,1947.868,6881,200,0
2022-04-10,1948.292,1981.532,1939.975,1973.111,5504,200,0
2022-04-17,1972.91,1998.024,1926.197,1931.5,6881,200,0
2022-04-24,1932.305,1934.435,1871.981,1896.72,6881,200,0
2022-05-01,1899.389,1909.551,1850.192,1883.631,6881,200,0
2022-05-08,1883.561,1885.697,1798.81,1811.491,6881,200,0
2022-05-15,1813.943,1849.365,1786.381,1846.487,6881,200,0
2022-05-22,1848.976,1869.656,1840.804,1853.024,9354,0,0
2022-05-29,1852.618,1873.967,1828.429,1850.96,6659,200,0
2022-06-05,1850.955,1875.847,1825.079,1871.532,6881,200,0
2022-06-12,1878.07,1878.832,1805.064,1840.248,6881,200,0
2022-06-19,1836.197,1847.815,1816.879,1827.1,6658,200,0
2022-06-26,1836.268,1840.818,1784.473,1809.341,6881,200,0
2022-07-03,1810.342,1814.091,1732.221,1742.249,6659,200,0
2022-07-10,1741.119,1745.318,1697.565,1707.44,6881,200,0
2022-07-17,1706.571,1739.229,1680.811,1727.469,13243,0,0
2022-07-24,1726.25,1767.905,1711.358,1766.178,6881,200,0
2022-07-31,1765.356,1794.882,1754.321,1775.628,6881,200,0
2022-08-07,1773.369,1807.831,1771.119,1801.884,8742,0,0
2022-08-14,1801.505,1801.765,1745.49,1747.376,6881,200,0
2022-08-21,1745.586,1765.437,1727.749,1737.998,6881,200,0
2022-08-28,1734.774,1745.407,1688.723,1712.532,6881,200,0
2022-09-04,1711.024,1729.336,1691.358,1717.186,6659,200,0
2022-09-11,1718.402,1735.081,1654.107,1675.286,6881,200,0
2022-09-18,1674.412,1687.883,1639.714,1643.877,6881,200,0
2022-09-25,1643.172,1675.424,1614.427,1660.963,6881,200,0
2022-10-02,1664.009,1729.469,1659.578,1695.006,6881,200,0
2022-10-09,1696.236,1699.857,1640.123,1644.267,6881,200,0
2022-10-16,1646.163,1668.339,1616.886,1657.806,6881,200,0
2022-10-23,1659.975,1674.834,1637.811,1644.761,6881,200,0
2022-10-30,1643.727,1681.665,1616.624,1680.971,6881,200,0
2022-11-06,1675.168,1772.822,1664.487,1771.022,6881,200,0
2022-11-13,1763.488,1786.472,1747.487,1750.852,6881,200,0
2022-11-20,1751.196,1761.12,1726.319,1755.969,6525,200,0
2022-11-27,1753.479,1804.439,1739.601,1797.945,6881,200,0
2022-12-04,1795.131,1809.886,1765.756,1797.425,6881,200,0
2022-12-11,1795.942,1824.45,1773.434,1793.062,6881,200,0
2022-12-18,1792.453,1823.76,1783.783,1798.469,6881,200,0
2022-12-25,1799.575,1832.979,1796.946,1823.51,5508,200,0
2023-01-01,1826.216,1869.783,1823.998,1865.989,5508,200,0
2023-01-08,1866.736,1921.854,1866.716,1920.251,6881,200,0
2023-01-15,1919.066,1937.383,1896.559,1925.883,6733,200,0
2023-01-22,1924.243,1949.116,1911.296,1928.265,6881,200,0
2023-01-29,1926.746,1959.639,1861.424,1865.805,6881,0,0
2023-02-05,1864.169,1890.17,1852.744,1865.314,6881,200,0
2023-02-12,1863.97,1870.282,1818.861,1842.499,6881,200,0
2023-02-19,1841.163,1847.39,1808.9,1810.778,6718,200,0
2023-02-26,1811.892,1856.278,1804.362,1855.265,6880,200,0
2023-03-05,1853.694,1870.031,1809.372,1867.109,6881,200,0
2023-03-12,1883.412,1988.311,1871.496,1988.129,87154,0,0
2023-03-19,1985.925,2009.668,1934.107,1978.777,6881,200,0
2023-03-26,1976.4,1987.544,1943.944,1969.376,6881,200,0
2023-04-02,1966.275,2032.046,1949.542,2007.761,5497,200,0
2023-04-09,1997.006,2048.597,1981.436,2004.252,9375,0,0
2023-04-16,2001.207,2014.998,1969.176,1982.886,6881,200,0
2023-04-23,1982.082,2009.322,1974.016,1989.376,6881,200,0
2023-04-30,1989.602,2079.817,1977.054,2016.65,6881,200,0
2023-05-07,2016.428,2047.995,2000.895,2010.912,6881,200,0
2023-05-14,2008.664,2022.083,1951.937,1977.703,6881,200,0
2023-05-21,1978.005,1985.015,1936.576,1946.834,6881,200,0
2023-05-28,1943.265,1983.332,1932.042,1948.029,6656,200,0
2023-06-04,1947.366,1972.661,1938.048,1960.64,6881,200,0
2023-06-11,1959.592,1970.599,1924.838,1957.441,6881,200,0
2023-06-18,1958.5,1958.711,1910.091,1921.192,6656,200,0
2023-06-25,1922.951,1933.28,1892.839,1919.333,6881,200,0
2023-07-02,1918.552,1934.845,1902.568,1925.339,6716,200,0
2023-07-09,1925.288,1963.671,1912.299,1955.224,6881,200,0
2023-07-16,1954.975,1987.421,1945.553,1961.851,6881,200,0
2023-07-23,1962.228,1982.133,1942.018,1959.184,6881,200,0
2023-07-30,1959.875,1972.326,1925.221,1942.483,6881,200,0
2023-08-06,1942.559,1946.648,1910.698,1913.786,7920,0,0
2023-08-13,1913.666,1916.156,1884.996,1889.529,6881,200,0
2023-08-20,1889.357,1923.056,1884.547,1914.321,6881,200,0
2023-08-27,1915.974,1952.331,1912.694,1939.704,6881,200,0
2023-09-03,1939.987,1946.232,1915.203,1918.973,6717,200,0
2023-09-10,1919.621,1930.44,1900.968,1923.831,6881,200,0
2023-09-17,1924.077,1947.361,1913.791,1925.231,6881,200,0
2023-09-24,1926.116,1927.147,1846.282,1848.796,6881,200,0
2023-10-01,1847.284,1848.885,1810.402,1831.9,6881,200,0
2023-10-08,1853.39,1932.593,1844.161,1932.217,6881,200,0
2023-10-15,1927.521,1997.115,1908.144,1980.751,6881,200,0
2023-10-22,1972.732,2009.327,1953.444,2006.048,6881,200,0
2023-10-29,2002.954,2007.849,1969.823,1992.516,14223,0,0
2023-11-05,1991.454,1993.077,1932.898,1938.353,14044,0,0
2023-11-12,1941.002,1993.406,1921.394,1980.635,6881,199,0
2023-11-19,1977.456,2007.488,1965.416,2002.188,6448,199,0
2023-11-26,2000.897,2075.264,2000.484,2071.554,6881,199,0
2023-12-03,2074.106,2144.46,1994.518,2004.34,6881,199,0
2023-12-10,2005.584,2047.909,1973.033,2019.491,6881,199,0
2023-12-17,2019.802,2070.619,2015.891,2053.095,6881,199,0
2023-12-24,2057.319,2088.485,2053.147,2062.838,5503,199,0
2023-12-31,2064.593,2078.877,2024.346,2045.479,5503,199,0
2024-01-07,2044.595,2062.284,2013.209,2049.032,6881,199,0
2024-01-14,2048.13,2058.626,2001.742,2029.452,6718,199,0
2024-01-21,2028.529,2037.908,2009.309,2018.469,6873,199,0
2024-01-28,2023.424,2065.458,2019.277,2039.607,6881,199,0
2024-02-04,2041.781,2044.516,2014.822,2024.192,6870,199,0
2024-02-11,2026.346,2032.799,1984.121,2013.269,6870,199,0
2024-02-18,2012.706,2041.344,1997.784,2035.524,6707,199,0
2024-02-25,2033.24,2088.313,2024.467,2083.315,6870,199,0
2024-03-03,2082.522,2195.153,2079.413,2178.502,6870,199,0
2024-03-10,2179.559,2189.012,2150.467,2155.698,6874,199,0
2024-03-17,2153.279,2212.563,2146.062,2165.338,6862,199,0
2024-03-24,2166.313,2236.293,2163.412,2232.58,5655,199,0
2024-03-31,2239.644,2330.526,2228.472,2329.355,7177,199,0
2024-04-07,2327.315,2431.527,2302.862,2343.968,386329,199,0
2024-04-14,2369.105,2417.905,2324.114,2391.235,1119632,199,0
2024-04-21,2384.011,2388.596,2291.321,2337.792,888940,199,0
2024-04-28,2333.884,2346.718,2277.089,2301.626,812776,199,0
2024-05-05,2302.321,2378.476,2291.769,2360.449,677094,199,0
2024-05-12,2361.401,2422.741,2332.065,2413.939,702512,199,0
2024-05-19,2425.202,2450.026,2325.351,2333.782,874715,199,0
2024-05-26,2335.785,2364.082,2320.525,2327.192,688964,199,0
2024-06-02,2328.496,2387.702,2286.723,2293.798,770087,199,0
2024-06-09,2290.432,2341.629,2287.7,2332.825,706040,199,0
2024-06-16,2331.087,2368.743,2306.533,2321.501,571701,199,0
2024-06-23,2321.11,2339.809,2293.559,2326.638,594551,199,0
2024-06-30,2322.849,2392.941,2318.438,2391.567,549903,199,0
2024-07-07,2389.583,2424.538,2349.345,2411.399,630914,199,0
2024-07-14,2411.336,2483.739,2393.756,2400.45,784132,162,0
2024-07-21,2403.682,2431.954,2353.086,2387.114,791320,179,0
2024-07-28,2387.944,2477.722,2369.523,2441.892,951799,179,0
2024-08-04,2441.007,2458.836,2364.267,2430.805,1121409,179,0
2024-08-11,2428.36,2509.783,2423.825,2507.82,778601,169,0
2024-08-18,2506.461,2531.668,2470.801,2512.357,795017,179,0
2024-08-25,2512.067,2529.043,2493.498,2503.342,784821,159,0
2024-09-01,2502.485,2529.225,2471.826,2497.555,865530,159,0
2024-09-08,2497.038,2586.12,2485.503,2579.067,875495,159,0
2024-09-15,2578.456,2625.754,2546.828,2622.098,959990,159,0
2024-09-22,2620.944,2685.611,2613.799,2657.983,990436,159,0
2024-09-29,2661.714,2673.222,2624.679,2653.519,973729,159,0
2024-10-06,2651.575,2661.462,2602.178,2656.864,947376,159,0
2024-10-13,2650.086,2722.633,2637.975,2721.778,890006,159,0
2024-10-20,2723.092,2758.508,2708.63,2747.023,937324,159,0
2024-10-27,2733.443,2790.075,2724.631,2736.69,912297,159,0
2024-11-03,2732.846,2749.917,2643.217,2684.758,1138704,159,0
2024-11-10,2683.161,2686.141,2536.755,2562.969,1120166,159,0
2024-11-17,2568.027,2715.658,2568.027,2715.573,962681,159,0
2024-11-24,2711.186,2721.405,2605.112,2655.23,1023901,159,0
2024-12-01,2649.036,2657.184,2612.931,2632.92,982163,159,0
2024-12-08,2642.963,2726.206,2627.461,2648.392,714989,145,0
2024-12-15,2649.414,2664.447,2583.389,2622.643,853689,64,0
2024-12-22,2623.329,2639.177,2608.117,2621.623,482586,64,0
2024-12-29,2621.977,2665.253,2596.042,2640.37,565431,159,0
2025-01-05,2639.644,2698.026,2614.419,2689.589,941151,159,0
2025-01-12,2689.769,2724.74,2656.768,2702.879,1099683,159,0
2025-01-19,2702.629,2786.013,2689.355,2771.079,996118,159,0
2025-01-26,2765.65,2817.244,2730.452,2799.348,1244604,159,0
2025-02-02,2801.018,2886.771,2772.151,2861.01,1593705,159,0
2025-02-09,2861.269,2942.682,2860.136,2882.772,1415812,159,0
2025-02-16,2893.643,2954.975,2878.43,2936.453,947326,159,0
2025-02-23,2939.375,2956.229,2832.578,2858.242,1163212,159,0
2025-03-02,2873.556,2930.525,2858.83,2911.256,1212408,159,0
2025-03-09,2912.347,3004.918,2880.14,2986.37,1071108,159,0
2025-03-16,2987.601,3057.484,2982.158,3023.493,899253,159,0
2025-03-23,3023.441,3086.765,3002.466,3085.002,908383,159,0
2025-03-30,3092.531,3167.792,3015.593,3038.506,1896037,159,0
2025-04-06,3028.686,3245.436,2956.374,3237.519,2264309,159,0
2025-04-13,3220.46,3357.738,3193.552,3327.671,1074979,159,0
2025-04-20,3331.849,3500.033,3260.042,3318.798,2032768,159,0
2025-04-27,3325.64,3353.006,3201.862,3240.947,1485485,159,0
2025-05-04,3238.49,3435.016,3237.562,3326.805,1669159,159,0
2025-05-11,3282.255,3292.6,3120.65,3202.217,1628443,159,0
2025-05-18,3214.226,3365.925,3204.521,3356.275,1459756,159,0
2025-05-25,3352.094,3356.859,3245.439,3289.665,1214988,159,0
2025-06-01,3303.113,3403.592,3299.873,3311.702,1279131,159,0
2025-06-08,3317.818,3446.819,3293.428,3433.449,1333707,159,0
2025-06-15,3440.955,3451.251,3366.079,3395.706,609806,160,0
